CustomerId,Age,Gender,Churn
15769948,35,Male,0
15686345,34,Male,0
15688071,53,Male,0
15681174,39,Female,0
15667521,22,Female,0
15750243,40,Male,0
15695475,29,Male,0
15689176,46,Male,0
15652955,30,Female,0
15668958,30,Female,0
15631054,24,Male,0
15581479,30,Male,0
15577478,72,Male,0
15780870,67,Male,0
15692317,30,Female,0
15593969,39,Female,1
15570417,35,Female,0
15779059,38,Male,0
15785980,34,Female,0
15644200,42,Female,1
15793949,48,Female,1
15645103,25,Female,0
15705860,40,Female,1
15623828,30,Male,0
15715003,49,Male,0
15623471,38,Female,0
15798348,50,Male,0
15743016,22,Female,0
15769499,74,Male,0
15798521,33,Female,0
15706534,47,Female,1
15706186,33,Female,0
15812197,38,Female,0
15650933,48,Female,0
15692991,38,Male,0
15631189,38,Female,1
15762198,34,Male,0
15699598,20,Male,0
15692744,36,Female,1
15688963,52,Male,1
15599131,26,Female,0
15680303,57,Female,1
15628674,40,Female,1
15648075,47,Female,1
15586970,52,Male,0
15625698,23,Male,0
15790497,37,Female,0
15682618,31,Male,0
15762937,32,Male,0
15750929,39,Female,0
15729832,29,Female,0
15633650,41,Male,0
15748856,32,Male,0
15589195,38,Male,0
15699911,35,Female,0
15663438,36,Female,1
15692583,32,Female,0
15591257,24,Female,0
15646513,42,Female,1
15708063,36,Female,1
15696098,31,Female,0
15645517,22,Male,0
15649744,51,Male,0
15604304,34,Male,0
15784092,36,Male,0
15585198,41,Male,1
15624347,40,Male,0
15621687,34,Female,0
15689081,29,Female,1
15813168,39,Male,1
15604295,36,Female,0
15724127,26,Female,0
15673055,38,Male,0
15768201,39,Male,0
15782219,29,Female,0
15746410,38,Female,0
15780144,32,Female,0
15590476,28,Female,0
15624293,46,Female,0
15618182,38,Female,0
15660316,34,Female,1
15678886,38,Female,0
15616330,31,Female,0
15592229,52,Male,1
15798424,59,Male,1
15714750,42,Female,0
15648800,21,Female,1
15626147,62,Female,1
15626608,48,Male,0
15723250,42,Male,0
15592583,47,Female,1
15759381,61,Male,0
15585241,29,Female,0
15589358,31,Female,0
15672704,24,Female,0
15789955,56,Female,1
15596800,33,Male,1
15627305,35,Female,1
15645316,58,Male,0
15593973,33,Female,0
15647301,45,Male,0
15750258,32,Female,0
15685309,35,Male,1
15628205,34,Male,0
15733974,37,Female,0
15762110,37,Male,0
15706899,34,Male,0
15732660,27,Male,0
15656121,31,Female,0
15614220,22,Male,0
15645269,42,Female,0
15698510,42,Female,0
15569247,57,Male,0
15566251,37,Female,1
15716134,40,Male,0
15763625,41,Female,0
15605965,43,Male,0
15694821,43,Male,1
15601688,28,Female,0
15575581,30,Female,0
15671209,29,Female,0
15616529,34,Male,0
15773906,38,Female,0
15722993,27,Female,0
15752463,29,Male,0
15589754,45,Male,0
15669899,45,Female,1
15766887,39,Male,0
15768006,34,Female,0
15741295,49,Male,0
15811327,54,Male,0
15690007,58,Female,1
15690664,37,Female,0
15719348,35,Female,1
15781802,41,Female,1
15752731,30,Female,0
15600997,32,Male,0
15750776,36,Male,0
15723907,49,Female,0
15633419,28,Female,0
15702430,35,Male,0
15710456,27,Female,0
15650351,38,Male,0
15590820,26,Female,0
15640454,40,Female,1
15697789,43,Male,0
15808182,36,Female,0
15588670,40,Female,1
15721292,39,Female,0
15604217,34,Female,0
15651369,21,Female,0
15782454,49,Male,1
15814032,31,Female,0
15570326,34,Male,0
15624428,24,Male,0
15755638,43,Male,1
15600992,36,Male,0
15755649,47,Female,0
15795228,37,Male,0
15589257,35,Male,0
15719302,50,Male,1
15639882,30,Female,0
15791279,40,Male,1
15636935,29,Male,0
15686909,27,Male,0
15589572,61,Female,1
15779947,28,Female,1
15573769,24,Female,0
15578866,43,Male,0
15739131,28,Female,0
15813444,34,Female,0
15678058,38,Female,0
15769169,41,Male,0
15804602,30,Female,0
15651052,46,Female,1
15724334,22,Female,0
15569451,35,Male,0
15650098,40,Male,0
15724307,76,Male,0
15599268,32,Female,0
15594864,30,Male,0
15616451,47,Male,0
15715667,32,Female,0
15658969,51,Female,1
15738174,32,Male,0
15813590,42,Female,1
15624229,22,Male,0
15674148,33,Female,1
15625080,54,Female,1
15682528,33,Male,0
15696900,29,Male,0
15730038,23,Female,1
15812272,44,Male,1
15654654,33,Male,0
15697625,37,Female,0
15616280,46,Female,0
15654229,47,Male,0
15628298,47,Female,0
15733387,53,Male,0
15775572,42,Female,0
15613844,28,Female,0
15578515,38,Female,0
15607598,31,Male,0
15742480,36,Male,0
15749482,30,Female,0
15607537,46,Female,1
15575410,39,Female,0
15684865,66,Male,0
15600700,63,Male,0
15774155,33,Male,0
15634267,42,Female,0
15619626,24,Male,0
15660422,28,Female,0
15617934,36,Male,0
15760774,21,Male,0
15813132,30,Male,0
15593331,25,Male,0
15616709,38,Female,0
15658052,44,Female,1
15721189,66,Male,0
15711288,24,Female,0
15770030,28,Male,0
15803681,26,Male,0
15702789,32,Male,0
15814930,40,Female,1
15658306,68,Male,0
15699523,55,Female,0
15610383,46,Female,1
15615032,46,Male,0
15781989,42,Female,0
15647402,38,Male,0
15740494,33,Female,0
15701265,36,Male,0
15743532,27,Female,1
15794870,38,Female,0
15747591,40,Male,0
15726557,42,Female,0
15732199,31,Male,0
15662291,55,Female,1
15749050,36,Female,0
15781586,38,Male,0
15617078,44,Female,0
15723339,38,Male,0
15671322,30,Female,0
15793854,42,Male,0
15756539,39,Female,0
15612064,33,Female,1
15625916,32,Female,0
